#AdjRefG: Iteration 16 number of channels 1
# col 1: real part of sumprofile
# col 2: imag part of sumprofile
# col 3 - col 2*nchan+2: real, imag parts of profiles on different channels
   5.536628E+01   -2.096730E+01    7.819807E+01   -4.524331E+01   5.536628E+01   -2.096730E+01    7.819807E+01   -4.524331E+01 
   5.696455E+01   -9.260225E+00    1.001215E+02   -6.565827E+01   5.696455E+01   -9.260225E+00    1.001215E+02   -6.565827E+01 
   4.537398E+01    8.610380E+00    1.273144E+02   -8.319330E+01   4.537398E+01    8.610380E+00    1.273144E+02   -8.319330E+01 
   2.315210E+01    2.849516E+01    1.564021E+02   -9.295005E+01   2.315210E+01    2.849516E+01    1.564021E+02   -9.295005E+01 
  -5.468034E+00    4.477196E+01    1.823853E+02   -9.091552E+01  -5.468034E+00    4.477196E+01    1.823853E+02   -9.091552E+01 
  -3.545346E+01    5.199555E+01    1.996666E+02   -7.520358E+01  -3.545346E+01    5.199555E+01    1.996666E+02   -7.520358E+01 
  -6.192420E+01    4.669069E+01    2.032408E+02   -4.683338E+01  -6.192420E+01    4.669069E+01    2.032408E+02   -4.683338E+01 
  -8.099670E+01    2.865072E+01    1.897900E+02   -9.812923E+00  -8.099670E+01    2.865072E+01    1.897900E+02   -9.812923E+00 
  -9.037375E+01    1.236715E+00    1.584828E+02    2.951743E+01  -9.037375E+01    1.236715E+00    1.584828E+02    2.951743E+01 
  -8.959826E+01   -2.948625E+01    1.113387E+02    6.373402E+01  -8.959826E+01   -2.948625E+01    1.113387E+02    6.373402E+01 
  -7.995395E+01   -5.651513E+01    5.309555E+01    8.587847E+01  -7.995395E+01   -5.651513E+01    5.309555E+01    8.587847E+01 
  -6.405692E+01   -7.397887E+01   -9.422354E+00    9.094750E+01  -6.405692E+01   -7.397887E+01   -9.422354E+00    9.094750E+01 
  -4.523181E+01   -7.880017E+01   -6.836497E+01    7.698916E+01  -4.523181E+01   -7.880017E+01   -6.836497E+01    7.698916E+01 
  -2.680118E+01   -7.139823E+01   -1.161967E+02    4.556718E+01  -2.680118E+01   -7.139823E+01   -1.161967E+02    4.556718E+01 
  -1.143180E+01   -5.525168E+01   -1.470851E+02    1.496118E+00  -1.143180E+01   -5.525168E+01   -1.470851E+02    1.496118E+00 
  -6.707559E-01   -3.557000E+01   -1.580492E+02   -4.809657E+01  -6.707559E-01   -3.557000E+01   -1.580492E+02   -4.809657E+01 
   5.233760E+00   -1.763336E+01   -1.495820E+02   -9.518859E+01   5.233760E+00   -1.763336E+01   -1.495820E+02   -9.518859E+01 
   7.196069E+00   -5.431524E+00   -1.255451E+02   -1.324690E+02   7.196069E+00   -5.431524E+00   -1.255451E+02   -1.324690E+02 
   6.887236E+00   -1.043659E+00   -9.230334E+01   -1.547949E+02   6.887236E+00   -1.043659E+00   -9.230334E+01   -1.547949E+02 
   6.177736E+00   -4.843496E+00   -5.727303E+01   -1.601795E+02   6.177736E+00   -4.843496E+00   -5.727303E+01   -1.601795E+02 
   6.589981E+00   -1.625171E+01   -2.724225E+01   -1.500772E+02   6.589981E+00   -1.625171E+01   -2.724225E+01   -1.500772E+02 
   8.920384E+00   -3.454721E+01   -6.911061E+00   -1.288801E+02   8.920384E+00   -3.454721E+01   -6.911061E+00   -1.288801E+02 
   1.313878E+01   -5.927873E+01    1.951378E+00   -1.027216E+02   1.313878E+01   -5.927873E+01    1.951378E+00   -1.027216E+02 
   1.858306E+01   -9.006359E+01    5.197943E-01   -7.786743E+01   1.858306E+01   -9.006359E+01    5.197943E-01   -7.786743E+01 
   2.436596E+01   -1.259023E+02   -7.854998E+00   -5.910472E+01   2.436596E+01   -1.259023E+02   -7.854998E+00   -5.910472E+01 
   2.983319E+01   -1.644130E+02   -1.889775E+01   -4.856638E+01   2.983319E+01   -1.644130E+02   -1.889775E+01   -4.856638E+01 
   3.488772E+01   -2.014721E+02   -2.870580E+01   -4.533577E+01   3.488772E+01   -2.014721E+02   -2.870580E+01   -4.533577E+01 
   4.003647E+01   -2.315929E+02   -3.467180E+01   -4.596286E+01   4.003647E+01   -2.315929E+02   -3.467180E+01   -4.596286E+01 
   4.611478E+01   -2.490566E+02   -3.578443E+01   -4.575310E+01   4.611478E+01   -2.490566E+02   -3.578443E+01   -4.575310E+01 
   5.376878E+01   -2.494643E+02   -3.231596E+01   -4.044005E+01   5.376878E+01   -2.494643E+02   -3.231596E+01   -4.044005E+01 
   6.288297E+01   -2.311666E+02   -2.514319E+01   -2.771404E+01   6.288297E+01   -2.311666E+02   -2.514319E+01   -2.771404E+01 
   7.218945E+01   -1.960306E+02   -1.507100E+01   -8.107376E+00   7.218945E+01   -1.960306E+02   -1.507100E+01   -8.107376E+00 
   7.926166E+01   -1.492393E+02   -2.486519E+00    1.506308E+01   7.926166E+01   -1.492393E+02   -2.486519E+00    1.506308E+01 
   8.098352E+01   -9.816455E+01    1.251222E+01    3.668348E+01   8.098352E+01   -9.816455E+01    1.251222E+01    3.668348E+01 
   7.442593E+01   -5.068705E+01    2.961467E+01    5.143064E+01   7.442593E+01   -5.068705E+01    2.961467E+01    5.143064E+01 
   5.790732E+01   -1.350629E+01    4.772227E+01    5.542112E+01   5.790732E+01   -1.350629E+01    4.772227E+01    5.542112E+01 
   3.191721E+01    9.059106E+00    6.465694E+01    4.736357E+01   3.191721E+01    9.059106E+00    6.465694E+01    4.736357E+01 
  -4.201296E-01    1.550512E+01    7.740236E+01    2.883747E+01  -4.201296E-01    1.550512E+01    7.740236E+01    2.883747E+01 
  -3.356232E+01    6.835388E+00    8.289052E+01    3.638148E+00  -3.356232E+01    6.835388E+00    8.289052E+01    3.638148E+00 
  -6.048317E+01   -1.421461E+01    7.908425E+01   -2.353656E+01  -6.048317E+01   -1.421461E+01    7.908425E+01   -2.353656E+01 
  -7.415166E+01   -4.405114E+01    6.593348E+01   -4.855756E+01  -7.415166E+01   -4.405114E+01    6.593348E+01   -4.855756E+01 
  -6.920820E+01   -7.889152E+01    4.578018E+01   -6.896079E+01  -6.920820E+01   -7.889152E+01    4.578018E+01   -6.896079E+01 
  -4.340673E+01   -1.151090E+02    2.296650E+01   -8.430581E+01  -4.340673E+01   -1.151090E+02    2.296650E+01   -8.430581E+01 
   1.571695E+00   -1.493280E+02    2.696028E+00   -9.573461E+01   1.571695E+00   -1.493280E+02    2.696028E+00   -9.573461E+01 
   6.018016E+01   -1.784589E+02   -1.050530E+01   -1.049768E+02   6.018016E+01   -1.784589E+02   -1.050530E+01   -1.049768E+02 
   1.239663E+02   -1.998497E+02   -1.420617E+01   -1.132424E+02   1.239663E+02   -1.998497E+02   -1.420617E+01   -1.132424E+02 
   1.832255E+02   -2.116118E+02   -8.860041E+00   -1.204520E+02   1.832255E+02   -2.116118E+02   -8.860041E+00   -1.204520E+02 
   2.289649E+02   -2.130249E+02    2.326714E+00   -1.250862E+02   2.289649E+02   -2.130249E+02    2.326714E+00   -1.250862E+02 
   2.547167E+02   -2.048207E+02    1.442014E+01   -1.246651E+02   2.547167E+02   -2.048207E+02    1.442014E+01   -1.246651E+02 
   2.577880E+02   -1.891520E+02    2.233559E+01   -1.166246E+02   2.577880E+02   -1.891520E+02    2.233559E+01   -1.166246E+02 
   2.396725E+02   -1.691643E+02    2.243684E+01   -9.921938E+01   2.396725E+02   -1.691643E+02    2.243684E+01   -9.921938E+01 
   2.055573E+02   -1.482586E+02    1.363516E+01   -7.212156E+01   2.055573E+02   -1.482586E+02    1.363516E+01   -7.212156E+01 
   1.630655E+02   -1.292764E+02   -2.343604E+00   -3.654663E+01   1.630655E+02   -1.292764E+02   -2.343604E+00   -3.654663E+01 
   1.205390E+02   -1.138860E+02   -2.155986E+01    5.048145E+00   1.205390E+02   -1.138860E+02   -2.155986E+01    5.048145E+00 
   8.525082E+01   -1.023827E+02   -3.907841E+01    4.948746E+01   8.525082E+01   -1.023827E+02   -3.907841E+01    4.948746E+01 
   6.193025E+01   -9.394638E+01   -5.037876E+01    9.337899E+01   6.193025E+01   -9.394638E+01   -5.037876E+01    9.337899E+01 
   5.190090E+01   -8.722374E+01   -5.252228E+01    1.334303E+02   5.190090E+01   -8.722374E+01   -5.252228E+01    1.334303E+02 
   5.299238E+01   -8.097491E+01   -4.478051E+01    1.665722E+02   5.299238E+01   -8.097491E+01   -4.478051E+01    1.665722E+02 
   6.022399E+01   -7.451526E+01   -2.864594E+01    1.900111E+02   6.022399E+01   -7.451526E+01   -2.864594E+01    1.900111E+02 
   6.710397E+01   -6.778471E+01   -7.349706E+00    2.013748E+02   6.710397E+01   -6.778471E+01   -7.349706E+00    2.013748E+02 
   6.726513E+01   -6.104917E+01    1.487669E+01    1.990433E+02   6.726513E+01   -6.104917E+01    1.487669E+01    1.990433E+02 
